user_id,ou_id,ou_title,user_tenure_months,user_employment_status_id,manager_id,training_object_id,training_title,training_type,progress_percent,is_overdue,is_completed,transcript_status_id,assigned_dt,due_dt,completed_dt,reg_num
43,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2013-10-26 00:04:55.847+05:30,2013-11-25 11:29:00+05:30,N,2
43,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2014-10-26 20:12:59.243+05:30,2014-11-26 11:29:00+05:30,N,3
43,333,4 Week New Hire Survey,0,N,37,3bc886c0-2e66-451f-a43e-d72d6cfb0ca5,3BC886C0-2E66-451F-A43E-D72D6CFB0CA5,PRGM,,1,0,65537,2025-04-12 22:15:08.947+05:30,2025-05-02 23:59:00+05:30,N,1
43,333,4 Week New Hire Survey,0,N,37,ce784027-ab39-44b5-b711-e04d01b0f262,CE784027-AB39-44B5-B711-E04D01B0F262,SESN,,0,1,64,2012-10-23 02:12:08.413+05:30,N,2013-11-04 20:43:18.363+05:30,1
43,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-10-30 19:57:13.557+05:30,2012-11-05 11:29:00+05:30,N,1
43,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-11-29 19:57:38.38+05:30,2012-12-04 19:57:00+05:30,N,2
43,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-12-29 19:57:30.907+05:30,2013-01-03 19:57:00+05:30,N,3
43,333,4 Week New Hire Survey,0,N,37,65a7ce0d-a7b9-4bcb-8117-eb00172e4bbe,65A7CE0D-A7B9-4BCB-8117-EB00172E4BBE,EVNT,,0,0,2097152,2012-10-23 02:36:07.077+05:30,N,N,1
44,333,4 Week New Hire Survey,0,N,37,0fc9106c-d3f6-45b9-9a45-00ffff664e32,SV Training Part6(Video),VID ,,0,0,1,2026-03-13 23:59:14.853+05:30,N,N,1
44,333,4 Week New Hire Survey,0,N,37,cbb2c187-35c7-4af5-90b8-103ab06a0d33,DBs Recurrence,MTRL,,1,0,65537,2026-02-14 00:49:49.127+05:30,2026-02-18 05:30:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,b25662b8-15d4-4328-a602-17738df96f11,ESP Cable Field Splice Train The Trainer,EVNT,,1,0,65540,2026-01-22 02:04:24.377+05:30,2026-02-21 13:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,01ea5674-c3cf-421f-9123-18c154a1afd9,Test - creating a material,MTRL,,1,0,65552,2026-01-22 02:13:58.687+05:30,2026-02-21 13:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,439d53e7-9648-49ff-8f2f-19720ca6dde5,Talent Management: Basics,CRSE,,1,0,65552,2026-01-22 02:13:57.23+05:30,2026-02-21 13:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,21e9c852-9cf0-4f50-a362-1e7d506d6084,New Hire Module for Training,EVNT,,1,0,65540,2026-01-22 02:05:50.877+05:30,2026-02-21 13:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,f4de01de-5217-4172-b5ef-28956059c3cb,Leadership 101,EVNT,,0,0,2097152,2012-10-23 02:30:07.237+05:30,N,N,1
44,333,4 Week New Hire Survey,0,N,37,04313a0a-4bfe-4177-aee3-43f5331e1564,Test w Krakowie,EVNT,,0,0,1,2024-09-11 04:30:36.553+05:30,N,N,1
44,333,4 Week New Hire Survey,0,N,37,b42d13a5-f7dc-40d1-8a52-5e6b572604df,Product Spotlight - Email Administration,CRSE,,1,0,65552,2026-03-31 01:08:58.99+05:30,2026-04-30 12:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,e5c8ba8f-9b6d-4054-8ace-75cddec2cf9a,Advocating for Yourself,PRGM,,1,0,65537,2026-03-31 01:06:51.317+05:30,2026-04-30 12:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,15f7178a-7e7b-453f-8aa3-945a9afc353f,15F7178A-7E7B-453F-8AA3-945A9AFC353F,SLCH,,1,0,65538,2024-09-13 16:31:05.607+05:30,2024-09-21 04:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,CRSE,,0,0,16,2025-09-12 00:06:50.7+05:30,N,N,1
44,333,4 Week New Hire Survey,0,N,37,abb595f3-7e58-4499-83b2-a46bc993e519,ABB595F3-7E58-4499-83B2-A46BC993E519,MTRL,,1,0,65552,2026-03-31 16:49:55.45+05:30,2026-04-30 23:59:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,d69725ce-953f-40cb-8325-a9a0a0d9bed3,D69725CE-953F-40CB-8325-A9A0A0D9BED3,VID ,,1,0,65552,2026-03-31 16:52:39.537+05:30,2026-04-30 23:59:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,16b2065d-23a5-420a-883c-ae7418b9759a,16B2065D-23A5-420A-883C-AE7418B9759A,MTRL,,1,0,65552,2026-03-31 16:52:46.18+05:30,2026-04-30 23:59:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2012-10-25 20:15:15.41+05:30,2012-11-25 11:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2013-10-26 00:04:58.68+05:30,2013-11-25 11:29:00+05:30,N,2
44,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2014-10-26 20:12:58.29+05:30,2014-11-26 11:29:00+05:30,N,3
44,333,4 Week New Hire Survey,0,N,37,3bc886c0-2e66-451f-a43e-d72d6cfb0ca5,3BC886C0-2E66-451F-A43E-D72D6CFB0CA5,PRGM,,1,0,65537,2025-04-12 22:17:11.717+05:30,2025-05-02 23:59:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,a5c78a2d-65eb-4460-9b87-e4d115c37aec,A5C78A2D-65EB-4460-9B87-E4D115C37AEC,SESN,,0,0,512,2012-10-23 02:30:06.83+05:30,N,N,1
44,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-10-30 19:57:13.65+05:30,2012-11-05 11:29:00+05:30,N,1
44,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-11-29 19:57:38.48+05:30,2012-12-04 19:57:00+05:30,N,2
44,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-12-29 19:57:31.017+05:30,2013-01-03 19:57:00+05:30,N,3
45,333,4 Week New Hire Survey,0,N,37,0fc9106c-d3f6-45b9-9a45-00ffff664e32,SV Training Part6(Video),VID ,,0,0,1,2026-03-13 23:59:15.293+05:30,N,N,1
45,333,4 Week New Hire Survey,0,N,37,b25662b8-15d4-4328-a602-17738df96f11,ESP Cable Field Splice Train The Trainer,EVNT,,1,0,65540,2026-01-22 02:05:39.233+05:30,2026-02-21 13:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,01ea5674-c3cf-421f-9123-18c154a1afd9,Test - creating a material,MTRL,,1,0,65552,2026-01-22 02:05:32.377+05:30,2026-02-21 13:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,439d53e7-9648-49ff-8f2f-19720ca6dde5,Talent Management: Basics,CRSE,,1,0,65552,2026-01-22 02:05:40.853+05:30,2026-02-21 13:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,21e9c852-9cf0-4f50-a362-1e7d506d6084,New Hire Module for Training,EVNT,,1,0,65540,2026-01-22 02:06:54.39+05:30,2026-02-21 13:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,04313a0a-4bfe-4177-aee3-43f5331e1564,Test w Krakowie,EVNT,,0,0,1,2024-09-11 04:31:35.04+05:30,N,N,1
45,333,4 Week New Hire Survey,0,N,37,e5c8ba8f-9b6d-4054-8ace-75cddec2cf9a,Advocating for Yourself,PRGM,,1,0,65537,2026-03-31 01:08:48.813+05:30,2026-04-30 12:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,15f7178a-7e7b-453f-8aa3-945a9afc353f,15F7178A-7E7B-453F-8AA3-945A9AFC353F,SLCH,,1,0,65538,2024-09-13 16:31:44.2+05:30,2024-09-21 04:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,CRSE,,0,0,16,2025-09-12 00:06:51.937+05:30,N,N,1
45,333,4 Week New Hire Survey,0,N,37,abb595f3-7e58-4499-83b2-a46bc993e519,ABB595F3-7E58-4499-83B2-A46BC993E519,MTRL,,1,0,65552,2026-03-31 16:53:04.48+05:30,2026-04-30 23:59:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,d69725ce-953f-40cb-8325-a9a0a0d9bed3,D69725CE-953F-40CB-8325-A9A0A0D9BED3,VID ,,1,0,65552,2026-03-31 16:52:40.553+05:30,2026-04-30 23:59:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,16b2065d-23a5-420a-883c-ae7418b9759a,16B2065D-23A5-420A-883C-AE7418B9759A,MTRL,,1,0,65552,2026-03-31 16:49:55.48+05:30,2026-04-30 23:59:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2012-10-25 20:15:15.503+05:30,2012-11-25 11:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2013-10-26 00:04:53.39+05:30,2013-11-25 11:29:00+05:30,N,2
45,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2014-10-26 20:13:00.97+05:30,2014-11-26 11:29:00+05:30,N,3
45,333,4 Week New Hire Survey,0,N,37,3bc886c0-2e66-451f-a43e-d72d6cfb0ca5,3BC886C0-2E66-451F-A43E-D72D6CFB0CA5,PRGM,,1,0,65537,2025-04-12 22:19:27.177+05:30,2025-05-02 23:59:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-10-30 19:57:13.743+05:30,2012-11-05 11:29:00+05:30,N,1
45,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-11-29 19:57:38.59+05:30,2012-12-04 19:57:00+05:30,N,2
45,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-12-29 19:57:31.14+05:30,2013-01-03 19:57:00+05:30,N,3
46,211,Project Y Members,0,N,37,0fc9106c-d3f6-45b9-9a45-00ffff664e32,SV Training Part6(Video),VID ,,0,0,1,2026-03-13 23:59:15.743+05:30,N,N,1
46,211,Project Y Members,0,N,37,b25662b8-15d4-4328-a602-17738df96f11,ESP Cable Field Splice Train The Trainer,EVNT,,1,0,65540,2026-01-22 02:05:44.053+05:30,2026-02-21 13:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,01ea5674-c3cf-421f-9123-18c154a1afd9,Test - creating a material,MTRL,,1,0,65552,2026-01-22 02:09:54.36+05:30,2026-02-21 13:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,439d53e7-9648-49ff-8f2f-19720ca6dde5,Talent Management: Basics,CRSE,,1,0,65552,2026-01-22 02:09:58.183+05:30,2026-02-21 13:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,21e9c852-9cf0-4f50-a362-1e7d506d6084,New Hire Module for Training,EVNT,,1,0,65540,2026-01-22 02:03:50.2+05:30,2026-02-21 13:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,04313a0a-4bfe-4177-aee3-43f5331e1564,Test w Krakowie,EVNT,,0,0,1,2024-09-11 04:30:26.023+05:30,N,N,1
46,211,Project Y Members,0,N,37,b42d13a5-f7dc-40d1-8a52-5e6b572604df,Product Spotlight - Email Administration,CRSE,,1,0,65552,2026-03-31 01:02:46.017+05:30,2026-04-30 12:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,15f7178a-7e7b-453f-8aa3-945a9afc353f,15F7178A-7E7B-453F-8AA3-945A9AFC353F,SLCH,,1,0,65538,2024-09-13 16:31:32.073+05:30,2024-09-21 04:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,CRSE,,0,0,16,2025-09-12 00:06:55.263+05:30,N,N,1
46,211,Project Y Members,0,N,37,abb595f3-7e58-4499-83b2-a46bc993e519,ABB595F3-7E58-4499-83B2-A46BC993E519,MTRL,,1,0,65552,2026-03-31 16:53:06.153+05:30,2026-04-30 23:59:00+05:30,N,1
46,211,Project Y Members,0,N,37,d69725ce-953f-40cb-8325-a9a0a0d9bed3,D69725CE-953F-40CB-8325-A9A0A0D9BED3,VID ,,1,0,65552,2026-03-31 16:49:55.62+05:30,2026-04-30 23:59:00+05:30,N,1
46,211,Project Y Members,0,N,37,16b2065d-23a5-420a-883c-ae7418b9759a,16B2065D-23A5-420A-883C-AE7418B9759A,MTRL,,1,0,65552,2026-03-31 16:52:47.103+05:30,2026-04-30 23:59:00+05:30,N,1
46,211,Project Y Members,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2012-10-25 20:15:15.583+05:30,2012-11-25 11:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2013-10-26 00:04:59.077+05:30,2013-11-25 11:29:00+05:30,N,2
46,211,Project Y Members,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2014-10-26 20:13:03.043+05:30,2014-11-26 11:29:00+05:30,N,3
46,211,Project Y Members,0,N,37,3bc886c0-2e66-451f-a43e-d72d6cfb0ca5,3BC886C0-2E66-451F-A43E-D72D6CFB0CA5,PRGM,,1,0,65537,2025-04-12 22:19:30.133+05:30,2025-05-02 23:59:00+05:30,N,1
46,211,Project Y Members,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-10-30 19:57:13.853+05:30,2012-11-05 11:29:00+05:30,N,1
46,211,Project Y Members,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-11-29 19:57:38.693+05:30,2012-12-04 19:57:00+05:30,N,2
46,211,Project Y Members,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-12-29 19:57:31.237+05:30,2013-01-03 19:57:00+05:30,N,3
47,333,4 Week New Hire Survey,0,N,31,b25662b8-15d4-4328-a602-17738df96f11,ESP Cable Field Splice Train The Trainer,EVNT,,1,0,65540,2026-01-22 02:05:10.087+05:30,2026-02-21 13:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,01ea5674-c3cf-421f-9123-18c154a1afd9,Test - creating a material,MTRL,,1,0,65552,2026-01-22 02:06:42.52+05:30,2026-02-21 13:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,439d53e7-9648-49ff-8f2f-19720ca6dde5,Talent Management: Basics,CRSE,,1,0,65552,2026-01-22 02:06:44.78+05:30,2026-02-21 13:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,21e9c852-9cf0-4f50-a362-1e7d506d6084,New Hire Module for Training,EVNT,,1,0,65540,2026-01-22 02:09:52.703+05:30,2026-02-21 13:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,04313a0a-4bfe-4177-aee3-43f5331e1564,Test w Krakowie,EVNT,,0,0,1,2024-09-11 04:30:38.187+05:30,N,N,1
47,333,4 Week New Hire Survey,0,N,31,b42d13a5-f7dc-40d1-8a52-5e6b572604df,Product Spotlight - Email Administration,CRSE,,1,0,65552,2026-03-31 01:07:33.743+05:30,2026-04-30 12:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,15f7178a-7e7b-453f-8aa3-945a9afc353f,15F7178A-7E7B-453F-8AA3-945A9AFC353F,SLCH,,1,0,65538,2024-09-13 16:31:05.793+05:30,2024-09-21 04:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,CRSE,,0,0,16,2025-09-12 00:06:57.233+05:30,N,N,1
47,333,4 Week New Hire Survey,0,N,31,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2012-10-25 20:15:15.66+05:30,2012-11-25 11:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2013-10-26 00:04:58.3+05:30,2013-11-25 11:29:00+05:30,N,2
47,333,4 Week New Hire Survey,0,N,31,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2014-10-26 20:13:04.027+05:30,2014-11-26 11:29:00+05:30,N,3
47,333,4 Week New Hire Survey,0,N,31,3bc886c0-2e66-451f-a43e-d72d6cfb0ca5,3BC886C0-2E66-451F-A43E-D72D6CFB0CA5,PRGM,,1,0,65537,2025-04-12 22:19:33.29+05:30,2025-05-02 23:59:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-10-30 19:57:13.947+05:30,2012-11-05 11:29:00+05:30,N,1
47,333,4 Week New Hire Survey,0,N,31,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-11-29 19:57:38.807+05:30,2012-12-04 19:57:00+05:30,N,2
47,333,4 Week New Hire Survey,0,N,31,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-12-29 19:57:31.35+05:30,2013-01-03 19:57:00+05:30,N,3
48,333,4 Week New Hire Survey,0,N,37,0fc9106c-d3f6-45b9-9a45-00ffff664e32,SV Training Part6(Video),VID ,,0,0,1,2026-03-13 23:59:16.293+05:30,N,N,1
48,333,4 Week New Hire Survey,0,N,37,b25662b8-15d4-4328-a602-17738df96f11,ESP Cable Field Splice Train The Trainer,EVNT,,1,0,65540,2026-01-22 02:05:35.767+05:30,2026-02-21 13:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,01ea5674-c3cf-421f-9123-18c154a1afd9,Test - creating a material,MTRL,,1,0,65552,2026-01-22 02:09:56.527+05:30,2026-02-21 13:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,439d53e7-9648-49ff-8f2f-19720ca6dde5,Talent Management: Basics,CRSE,,1,0,65552,2026-01-22 02:10:05.53+05:30,2026-02-21 13:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,21e9c852-9cf0-4f50-a362-1e7d506d6084,New Hire Module for Training,EVNT,,1,0,65540,2026-01-22 02:09:54.42+05:30,2026-02-21 13:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,04313a0a-4bfe-4177-aee3-43f5331e1564,Test w Krakowie,EVNT,,0,0,1,2024-09-11 04:31:13.977+05:30,N,N,1
48,333,4 Week New Hire Survey,0,N,37,b42d13a5-f7dc-40d1-8a52-5e6b572604df,Product Spotlight - Email Administration,CRSE,,1,0,65552,2026-03-31 01:01:22.6+05:30,2026-04-30 12:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,15f7178a-7e7b-453f-8aa3-945a9afc353f,15F7178A-7E7B-453F-8AA3-945A9AFC353F,SLCH,,1,0,65538,2024-09-13 16:30:48.963+05:30,2024-09-21 04:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,CRSE,,0,0,16,2025-09-12 00:07:00.123+05:30,N,N,1
48,333,4 Week New Hire Survey,0,N,37,abb595f3-7e58-4499-83b2-a46bc993e519,ABB595F3-7E58-4499-83B2-A46BC993E519,MTRL,,1,0,65552,2026-03-31 16:49:55.95+05:30,2026-04-30 23:59:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,d69725ce-953f-40cb-8325-a9a0a0d9bed3,D69725CE-953F-40CB-8325-A9A0A0D9BED3,VID ,,1,0,65552,2026-03-31 16:52:43.92+05:30,2026-04-30 23:59:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,16b2065d-23a5-420a-883c-ae7418b9759a,16B2065D-23A5-420A-883C-AE7418B9759A,MTRL,,1,0,65552,2026-03-31 16:52:47.85+05:30,2026-04-30 23:59:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2012-10-25 20:15:15.77+05:30,2012-11-25 11:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2013-10-26 00:04:53.027+05:30,2013-11-25 11:29:00+05:30,N,2
48,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2014-10-26 20:13:01.68+05:30,2014-11-26 11:29:00+05:30,N,3
48,333,4 Week New Hire Survey,0,N,37,3bc886c0-2e66-451f-a43e-d72d6cfb0ca5,3BC886C0-2E66-451F-A43E-D72D6CFB0CA5,PRGM,,1,0,65537,2025-04-12 22:14:53.993+05:30,2025-05-02 23:59:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-10-30 19:57:14.057+05:30,2012-11-05 11:29:00+05:30,N,1
48,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-11-29 19:57:38.96+05:30,2012-12-04 19:57:00+05:30,N,2
48,333,4 Week New Hire Survey,0,N,37,fb0051aa-5517-452e-aa55-e79072f7d41f,FB0051AA-5517-452E-AA55-E79072F7D41F,CRSE,,1,0,65552,2012-12-29 19:57:31.47+05:30,2013-01-03 19:57:00+05:30,N,3
49,333,4 Week New Hire Survey,0,N,37,0fc9106c-d3f6-45b9-9a45-00ffff664e32,SV Training Part6(Video),VID ,,0,0,1,2026-03-13 23:59:16.683+05:30,N,N,1
49,333,4 Week New Hire Survey,0,N,37,b25662b8-15d4-4328-a602-17738df96f11,ESP Cable Field Splice Train The Trainer,EVNT,,1,0,65540,2026-01-22 02:03:52.417+05:30,2026-02-21 13:29:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,01ea5674-c3cf-421f-9123-18c154a1afd9,Test - creating a material,MTRL,,1,0,65552,2026-01-22 02:10:07.45+05:30,2026-02-21 13:29:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,439d53e7-9648-49ff-8f2f-19720ca6dde5,Talent Management: Basics,CRSE,,1,0,65552,2026-01-22 02:10:12.043+05:30,2026-02-21 13:29:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,21e9c852-9cf0-4f50-a362-1e7d506d6084,New Hire Module for Training,EVNT,,1,0,65540,2026-01-22 02:08:52.303+05:30,2026-02-21 13:29:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,04313a0a-4bfe-4177-aee3-43f5331e1564,Test w Krakowie,EVNT,,0,0,1,2024-09-11 04:30:26.853+05:30,N,N,1
49,333,4 Week New Hire Survey,0,N,37,b42d13a5-f7dc-40d1-8a52-5e6b572604df,Product Spotlight - Email Administration,CRSE,,1,0,65552,2026-03-31 01:09:17.163+05:30,2026-04-30 12:29:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,15f7178a-7e7b-453f-8aa3-945a9afc353f,15F7178A-7E7B-453F-8AA3-945A9AFC353F,SLCH,,1,0,65538,2024-09-13 16:30:46.16+05:30,2024-09-21 04:29:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,06347f8b-c455-42c9-bf07-a3f8b0ef9f50,CRSE,,0,0,16,2025-09-12 00:07:00.717+05:30,N,N,1
49,333,4 Week New Hire Survey,0,N,37,abb595f3-7e58-4499-83b2-a46bc993e519,ABB595F3-7E58-4499-83B2-A46BC993E519,MTRL,,1,0,65552,2026-03-31 16:49:56.767+05:30,2026-04-30 23:59:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,d69725ce-953f-40cb-8325-a9a0a0d9bed3,D69725CE-953F-40CB-8325-A9A0A0D9BED3,VID ,,1,0,65552,2026-03-31 16:52:45.077+05:30,2026-04-30 23:59:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,16b2065d-23a5-420a-883c-ae7418b9759a,16B2065D-23A5-420A-883C-AE7418B9759A,MTRL,,1,0,65552,2026-03-31 16:49:56.027+05:30,2026-04-30 23:59:00+05:30,N,1
49,333,4 Week New Hire Survey,0,N,37,1e73eb1e-9795-4f33-87ce-b14180c35861,1E73EB1E-9795-4F33-87CE-B14180C35861,CRSE,,1,0,65552,2012-10-25 20:15:15.863+05:30,2012-11-25 11:29:00+05:30,N,1
